"";"keys";"names";"trophic_group"
"695";"7457456";"Obertrumia georgiana";9
"696";"3220815";"Ochrobactrum anthropi";2
"697";"9762970";"Ochromonas";9
"698";"9762970C1";"Ochromonas vasocystis";9
"699";"2307763";"Octolasion";5
"700";"2307766";"Octolasion cyaneum";5
"701";"2281434";"Odontolaimus";4
"702";"7951037";"Ohtaekwangia";2
"703";"3194509";"Oikomonas";9
"704";"2626979";"Olpidium bornovanus";11
"705";"2626969";"Olpidium brassicae";11
"706";"1041";"Onygenales";11
"707";"5613";"Opitutaceae";2
"708";"3229020";"Opitutus";2
"709";"5258926";"Orbicula parietina";11
"710";"2513009";"Orbilia";11
"711";"2120979";"Orchesella villosa";5
"712";"8951948";"Orciraptor agilis";9
"713";"4653212";"Oribatida";5
"714";"7460";"Oribatulidae";5
"715";"3225829";"Oryzihumus";2
"716";"1195102";"Otiorhynchus armadillo";5
"717";"8927";"Oxalobacteraceae";2
"718";"4279461";"Oxyrrhynchium hians";5
"719";"7467984";"Oxytricha";9
"720";"3227538";"Paenibacillus";2
"721";"7879018";"Palaeospora spainiae";11
"722";"2639576";"Palmellopsis";9
"723";"2524401";"Panaeolus";11
"724";"2283711";"Panagrolaimus";13
"725";"2564469";"Panorbis viscosus";11
"726";"2422";"Papaveraceae";7
"727";"5899695";"Paracercomonas";9
"728";"5899695C1";"Paracercomonas astra";9
"729";"5899695C2";"Paracercomonas compacta";9
"730";"5899695C3";"Paracercomonas filosa";9
"731";"5899695C4";"Paracercomonas paralaciniaegerens";9
"732";"2560238";"Paraglomus";11
"733";"2560239";"Paraglomus brasilianum";11
"734";"3195227";"Paraphysomonas";9
"735";"6083";"Parasitidae";5
"736";"7235427";"Paratylenchus";6
"737";"5777105";"Paratylenchus cf. neoamblicephalus";9
"738";"8267652";"Paratylenchus microdorus";9
"739";"5777119";"Paratylenchus similis";9
"740";"9536";"Pasteurellaceae";2
"741";"3228067";"Pasteuria";2
"742";"3219909";"Paucimonas lemoignei";2
"743";"3212296";"Paulinella";9
"744";"3228812";"Pedobacter";2
"745";"8255496";"Pedobacter luteus";2
"746";"3220895";"Pedomicrobium";2
"747";"104340218";"Pedosphaera";2
"748";"3220504";"Pelobacter";2
"749";"3220051";"Pelomonas";2
"750";"2049366";"Pemphigus";5
"751";"9623011";"Penicillium";11
"752";"2523664";"Peniophorella praetermissa";11
"753";"7990941C1";"Pentapharsodinium tyrrhenicum";5
"754";"8365682C1";"Peregrinia clavideferens";9
"755";"2615417";"Periconia macrospinosa";11
"756";"4891819";"Perlucidibaca";2
"757";"6390748";"Persicaria";7
"758";"4520829";"Peyerimhoffia alpina";5
"759";"8766080";"Peziza";11
"760";"2928226";"Phacelia tanacetifolia";7
"761";"7073593";"Phaeophyceae";5
"762";"2579070";"Phaeosphaeria";11
"763";"8354269";"Phaselicystis";2
"764";"9571613";"Phenylobacterium";2
"765";"3221686";"Phenylobacterium lituiforme";2
"766";"7779390";"Phialina salinarum";9
"767";"7828720";"Philasterida";9
"768";"2534205";"Pholiota squarrosa";11
"769";"5262297";"Phoma herbarum";11
"770";"7609484";"Phycisphaera mikurensis";2
"771";"7817";"Phyllobacteriaceae";2
"772";"9676124";"Phyllobacterium";2
"773";"3511";"Phytoseiidae";5
"774";"7606064";"Picea";7
"775";"5284884";"Picea abies";7
"776";"2193785C1";"Pilogalumna rosauraruizae";5
"777";"3925";"Pinaceae";7
"778";"2684241";"Pinus";7
"779";"3235";"Piptocephalidaceae";11
"780";"2559052";"Piptocephalis graefenhanii";11
"781";"3228980";"Pirellula";2
"782";"3228981";"Pirellula staleyi";2
"783";"2940361";"Pisum";7
"784";"9577926";"Planctomyces";2
"785";"7809";"Planctomycetaceae";2
"786";"4707";"Planococcaceae";2
"787";"2420";"Plantaginaceae";7
"788";"4921124";"Plasmodiophoridae";9
"789";"7787742";"Platyophrya";9
"790";"7787742C1";"Platyophrya bromelicola";9
"791";"8072867";"Platyophrya vorax";15
"792";"9530095C1";"Platyreta germanica";9
"793";"2607";"Plectidae";9
"794";"2283075";"Plectus";13
"795";"7026301";"Plectus aquatilis";9
"796";"3201319C1";"Pleurochloris meiringensis";5
"797";"7729658";"Pleurostomatida";9
"798";"5241275";"Pluteus petasatus";11
"799";"7641695";"Pluteus phlebophorus";11
"800";"3073";"Poaceae";7
"801";"2122146";"Podura aquatica";5
"802";"3220095";"Polaromonas";2
"803";"4876";"Polyangiaceae";2
"804";"3220602";"Polyangium";2
"805";"1247";"Polydesmida";5
"806";"1020585";"Polydesmus coriaceus";5
"807";"2416";"Polygonaceae";7
"808";"2889077";"Polygonum";7
"809";"3204289";"Polymyxa graminis";9
"810";"3228350";"Pontibacter";2
"811";"3221347";"Porphyrobacter";2
"812";"2531688";"Porpoloma";11
"813";"4899951";"Poterioochromonas";9
"814";"4899951C1";"Poterioochromonas malhamensis";9
"815";"4899951C2";"Poterioochromonas stipitata";9
"816";"4671";"Pottiaceae";5
"817";"4556321";"Pratylenchoides ritteri";6
"818";"2284120";"Pratylenchus";6
"819";"6587163";"Preussia";11
"820";"2279885";"Prismatolaimus";13
"821";"2281441";"Prismatolaimus cf. dolichurus JH-2004";9
"822";"2557854";"Proceropycnis pinicola";11
"823";"2280384";"Prodesmodora circulata";9
"824";"2282603";"Prodorylaimus";15
"825";"3220297";"Propionivibrio";2
"826";"7352338";"Prorodon";9
"827";"3229032";"Prosthecobacter";2
"828";"3220944";"Prosthecomicrobium";2
"829";"2120510";"Protaphorura armata";5
"830";"8332724";"Protaspis";9
"831";"8940667";"Protaspis obliqua";9
"832";"111";"Proteobacteria";2
"833";"8280877C1";"Protocyclidium sinica";9
"834";"2513144";"Protomyces";11
"835";"2191143";"Protoribates hakonensis";5
"836";"2587614";"Prototheca";5
"837";"1185";"Protura";5
"838";"2526774";"Psathyrella";11
"839";"9422198";"Pseudaphelenchus";1
"840";"2628789";"Pseudo-nitzschia heimii";5
"841";"7902508";"Pseudochilodonopsis";9
"842";"7468873";"Pseudocyrtolophosis alpestris";13
"843";"4888729";"Pseudolabrys";2
"844";"5607";"Pseudomonadaceae";2
"845";"3219881";"Pseudomonas";2
"846";"3224769";"Pseudonocardia";2
"847";"3841";"Pseudonocardiaceae";2
"848";"7566978C1";"Pseudoplatynematum denticulatum";9
"849";"7960295";"Pseudoplatyophrya nana";1
"850";"3201016C1";"Pseudopleurochloris antarctica";5
"851";"7365025";"Pseudouroleptus";9
"852";"7396624";"Pseudovorticella";9
"853";"7668387";"Pseudovorticella punctata";9
"854";"5953400";"Psora";11
"855";"2540688";"Pterula echo";11
"856";"2282607";"Pungentus";15
"857";"2588233";"Pyrenochaeta";11
"858";"3202728";"Pythium";6
"859";"5424088";"Pythium monospermum";12
"860";"5433907";"Pythium rostratifingens";9
"861";"3442060";"Pyxidiophora arvernensis";11
"862";"5984";"Qudsianematidae";9
"863";"3219897";"Ralstonia";2
"864";"3219898";"Ralstonia solanacearum";2
"865";"2540225";"Ramariopsis kunzei";11
"866";"3033294";"Ranunculus";7
"867";"3225251";"Rathayibacter";2
"868";"2279676";"Rhabditis";13
"869";"2283127";"Rhabdolaimus";13
"870";"6064";"Rhagidiidae";5
"871";"2888863";"Rheum";7
"872";"7818";"Rhizobiaceae";2
"873";"1221";"Rhizobiales";2
"874";"3220733";"Rhizobium";2
"875";"2555201";"Rhizoctonia solani";6
"876";"2181947";"Rhizoglyphus";5
"877";"8317892";"Rhizomicrobium";2
"878";"1042814";"Rhizophagus";5
"879";"8003630";"Rhizophagus intraradices";11
"880";"3385303";"Rhizophlyctis harderi";11
"881";"2627419";"Rhizophlyctis rosea";11
"882";"2627132";"Rhizophydium";11
"883";"2627487";"Rhizophydium patellarium";11
"884";"2627459";"Rhizophydium planktonicum";11
"885";"3222358";"Rhodanobacter";2
"886";"4729";"Rhodobacteraceae";2
"887";"2071998";"Rhodobium";5
"888";"3224437";"Rhodococcus";2
"889";"8931";"Rhodocyclaceae";2
"890";"3220072";"Rhodoferax";2
"891";"3220934";"Rhodomicrobium";2
"892";"3221615";"Rhodopila globiformis";2
"893";"3228996";"Rhodopirellula";2
"894";"3220920";"Rhodoplanes";2
"895";"3220030";"Rhodopseudomonas";2
"896";"4730";"Rhodospirillaceae";2
"897";"3228843";"Rhodothermus";2
"898";"4900166";"Rhogostoma";9
"899";"4900166C1";"Rhogostoma schuessleri";9
"900";"2069580";"Rhopalosiphum padi";5
"901";"3223030";"Rickettsiella";2
"902";"2155886";"Robertus neglectus";5
"903";"4281960C1";"Romanomermis sichuanensis";9
"904";"691";"Rosales";7
"905";"3229055";"Roseiflexus";2
"906";"4556368";"Rotylenchulus borealis";9
"907";"4556370";"Rotylenchulus reniformis";9
"908";"2284116C1";"Rotylenchus vitis";9
"909";"9395544";"Rubrobacter";2
"910";"7728833";"Rudaea";2
"911";"8286767";"Rudaea cellulosilytica";2
"912";"2888942";"Rumex";7
"913";"3210423";"Saccamoeba";9
"914";"7715336";"Saccharibacillus";2
"915";"2599166";"Saccharomyces cerevisiae";11
"916";"3222768";"Saccharophagus";2
"917";"2595488";"Saccobolus dilutellus";11
"918";"6664";"Salicaceae";7
"919";"3225307";"Salinibacterium";2
"920";"2927028";"Salvia nemorosa";7
"921";"3225655";"Sanguibacter";2
"922";"6657";"Sapindaceae";7
"923";"933";"Sapindales";7
"924";"4410498";"Satchellius mammalis";5
"925";"8795";"Scenedesmaceae";5
"926";"9375673";"Sclerostagonospora";11
"927";"7417472";"Scutellospora alterata";11
"928";"2552607";"Scytinostroma";11
"929";"8353847";"Sediminibacterium";2
"930";"9405333";"Sediminibacterium aquarii";2
"931";"4888636";"Segetibacter";2
"932";"4559485";"Seinura demani";9
"933";"2120985C1";"Seira barnardi";5
"934";"7362059";"Septoglomus";11
"935";"5245040";"Serpula incrassata";11
"936";"3085897";"Silene";7
"937";"3202401C1";"Siluania monomastiga";9
"938";"3047621";"Sinapis alba";7
"939";"4572757";"Singulisphaera";2
"940";"7675640";"Singulisphaera rosea";2
"941";"7550989";"Sinomonas";2
"942";"5955050";"Sistotrema";11
"943";"1181282";"Sitona lineatus";5
"944";"3221640";"Skermanella";2
"945";"2120580";"Sminthurides aquaticus";5
"946";"4537148";"Sminthurinus bimaculatus";5
"947";"5167064";"Sminthurus viridis";5
"948";"7717";"Solanaceae";7
"949";"3223551";"Solirubrobacter";2
"950";"7890285";"Solirubrobacterales";2
"951";"8132662";"Solitalea";2
"952";"3220586";"Sorangium cellulosum";2
"953";"2705180";"Sorghum";7
"954";"7816034";"Spathidiidae";9
"955";"7766976";"Spathidium simplinucleatum";9
"956";"3223442";"Sphaerobacter";2
"957";"5249473";"Sphaerobolus stellatus";11
"958";"3236030";"Sphaeroeca";9
"959";"3194322";"Sphaeroeca volvox";9
"960";"4906759";"Sphenoderia";9
"961";"8103";"Sphingobacteriaceae";2
"962";"3228645";"Sphingobacterium";2
"963";"3221329";"Sphingobium";2
"964";"5912003";"Sphingobium olei";2
"965";"8926";"Sphingomonadaceae";2
"966";"647";"Sphingomonadales";2
"967";"3221354";"Sphingomonas";2
"968";"7765764";"Sphingomonas changbaiensis";2
"969";"8360645";"Sphingomonas fennica";2
"970";"3221314";"Sphingosinicella";2
"971";"3228138";"Spirochaeta";2
"972";"7982209";"Spirotrichea";12
"973";"2627401";"Spizellomyces";11
"974";"2627404";"Spizellomyces punctatus";11
"975";"519";"Spizellomycetales";11
"976";"3204342";"Spongospora";9
"977";"3224260";"Sporichthya";2
"978";"2518166";"Sporobolomyces";11
"979";"3194566";"Spumella";9
"980";"3194566C1";"Spumella lacusvadosi";9
"981";"3194568";"Spumella vulgaris";9
"982";"7945561";"Staphylococcus";2
"983";"3221582";"Stella";2
"984";"3085667";"Stellaria";7
"985";"3222368";"Stenotrophomonas";2
"986";"5249037";"Stephanospora caroticolor";11
"987";"5258938";"Stephensia shanorii";11
"988";"2553044";"Stereum ostrea";11
"989";"8392425";"Steroidobacter";2
"990";"3220311";"Sterolibacterium";2
"991";"8050047";"Stichotrichida";9
"992";"4653827";"Stigmalychus";5
"993";"7675782";"Stigmatella";2
"994";"2561637";"Stilbocrea macrostoma";11
"995";"3224243C1";"Streptacidiphilus alcalitolerans";2
"996";"2584528";"Streptomyces";2
"997";"7962370";"Streptomyces abietis";2
"998";"8091";"Streptomycetaceae";2
"999";"3223562";"Streptosporangium";2
"1000";"2559079";"Syncephalis depressa";11
"1001";"2559082";"Syncephalis fuscata";11
"1002";"2593015";"Synchytrium";11
"1003";"8045705C1";"Syncystis mirabilis";9
"1004";"3220384";"Syntrophobacter";2
"1005";"3220393";"Syntrophus";2
"1006";"4438583";"Tachyporus hypnorum";1
"1007";"7735326";"Tachysoma pellionellum";9
"1008";"2598197";"Talaromyces";11
"1009";"5394473";"Taraxacum kok-saghyz";7
"1010";"2684902";"Taxus";7
"1011";"2193269";"Tectocepheus";5
"1012";"2283045";"Teratocephalus terrestris";9
"1013";"4887298";"Terriglobus";2
"1014";"3228837";"Terrimonas";2
"1015";"7917666";"Terrimonas arctica";2
"1016";"2119703";"Tetracanthella";5
"1017";"7897345";"Tetrahymena";9
"1018";"7602988";"Tetrahymenidae";9
"1019";"2130185";"Tetranychus urticae";5
"1020";"4538324";"Tetrodontophora bielanensis";5
"1021";"4378164";"Thaumatomastigidae";4
"1022";"3194422";"Thaumatomastix";9
"1023";"9703717";"Thaumatomonas";9
"1024";"2595518";"Thecotheus holmskjoldii";11
"1025";"3226216";"Thermaerobacter";2
"1026";"3226904";"Thermoanaerobacter";2
"1027";"3227472";"Thermoflavimicrobium";2
"1028";"3223547";"Thermoleophilum";2
"1029";"3222292";"Thermomonas";2
"1030";"8408880";"Thiobacillus";2
"1031";"7940377";"Thiohalospira";2
"1032";"3222596";"Thiorhodospira";2
"1033";"4387";"Thripidae";5
"1034";"1505603";"Tipula abdominalis";5
"1035";"1504935";"Tipula cockerelliana";5
"1036";"7634";"Tipulidae";5
"1037";"8171593";"Tomentella";11
"1038";"2523138";"Trechispora farinacea";11
"1039";"1037288";"Trechus";3
"1040";"1037319";"Trechus obtusus";5
"1041";"4476667";"Trechus quadristriatus";5
"1042";"3200877";"Tribonema";5
"1043";"1002070";"Trichocerca rattus";9
"1044";"5980";"Trichodoridae";9
"1045";"2527766";"Tricholoma";11
"1046";"2973363";"Trifolium";7
"1047";"6320394";"Trinema";9
"1048";"5425542";"Trinema enchelys";9
"1049";"5730700";"Trinema lineare";9
"1050";"3235224";"Trinematidae";4
"1051";"2281488";"Tripyla";8
"1052";"3208283";"Trypanosoma";9
"1053";"8282501";"Tuber";11
"1054";"4134";"Tuberaceae";11
"1055";"2613773";"Tubeufia helicomyces";11
"1056";"5167040";"Tullbergia yosii";5
"1057";"3228217";"Turneriella";2
"1058";"6463";"Tylenchidae";9
"1059";"2282663";"Tylencholaimus";1
"1060";"4556103";"Tylenchus arcuatus";9
"1061";"2181931";"Tyrophagus";1
"1062";"102522790";"uncultured Acidobacterium UA3";2
"1063";"4895670";"Undibacterium";2
"1064";"4549547";"Uropoda orbicularis";5
"1065";"7680285";"Urostyla grandis";8
"1066";"7945900";"Urostylida";9
"1067";"6639";"Urticaceae";7
"1068";"5436536";"Vampyrella pendula";9
"1069";"3220178";"Variovorax";2
"1070";"8299209";"Vaucheria terrestris";5
"1071";"4406135";"Veigaia";5
"1072";"4548736";"Veigaia nemorensis";5
"1073";"103498073";"Vermamoeba vermiformis";9
"1074";"3172047";"Veronica";7
"1075";"48";"Verrucomicrobia";2
"1076";"9545";"Verrucomicrobiaceae";2
"1077";"3229030";"Verrucomicrobium";2
"1078";"7737552";"Vertagopus";5
"1079";"3236919";"Vexillifera";9
"1080";"2982508";"Vigna angularis";7
"1081";"9397538";"Viridiraptoridae";12
"1082";"7351754";"Vorticella";9
"1083";"7940383";"Vorticella campanula";9
"1084";"8161533";"Vorticellidae";9
"1085";"9345269";"Vorticellides";9
"1086";"5249953";"Waitea circinata";11
"1087";"2120836";"Willowsia nigromaculata";5
"1088";"3221102";"Woodsholea";2
"1089";"8001169";"Woronina pythii";9
"1090";"5611";"Xanthomonadaceae";2
"1091";"820";"Xanthomonadales";2
"1092";"3220012";"Xanthomonas";2
"1093";"3200900";"Xanthonema";5
"1094";"3200900C1";"Xanthonema bristolianum";5
"1095";"7073629";"Xanthophyceae";5
"1096";"2282732";"Xiphinema";6
"1097";"4554435";"Xiphinema diversicaudatum";9
"1098";"2599451";"Yarrowia";11
"1099";"2599452";"Yarrowia lipolytica";11
"1100";"7513382";"Zavarzinella";2
"1101";"5290052";"Zea mays";7
"1102";"7434304";"Zoothamnium";9
"1103";"R2";"Resource_Light";14
"1104";"R1";"Resource_Decaying_wood";5
"1105";"R3";"Resource_SOM";10
