verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species
Cucurbitales,Cucurbitales,7224005,EXACT,96,ACCEPTED,ORDER,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,,,
Cucurbitariaceae,Cucurbitariaceae,4815,EXACT,96,ACCEPTED,FAMILY,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,,
Cultellothrix coemeterii,Cultellothrix coemeterii Kahl 1943,8246938,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Gymnostomatea,Spathidiida,Arcuospathidiidae,Cultellothrix,Cultellothrix coemeterii
Cultellothrix,Cultellothrix Foissner 2003,8402004,EXACT,94,ACCEPTED,GENUS,Chromista,Ciliophora,Gymnostomatea,Spathidiida,Arcuospathidiidae,Cultellothrix,
Cultellothrix lionotiformis,Cultellothrix lionotiformis (Kahl 1930) Foissner 2003,8084084,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Gymnostomatea,Spathidiida,Arcuospathidiidae,Cultellothrix,Cultellothrix lionotiformis
Cunninghamellaceae,Cunninghamellaceae,8275,EXACT,96,ACCEPTED,FAMILY,Fungi,Zygomycota,Mucoromycetes,Mucorales,Cunninghamellaceae,,
Cupriavidus,Cupriavidus Makkar & Casida 1987,3220005,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
Curculionidae,Curculionidae,4239,EXACT,96,ACCEPTED,FAMILY,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,,
Curvibacter,Curvibacter Ding & Yokota 2004,3220112,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,
Cutaneotrichosporon daszewskae,Cutaneotrichosporon daszewskae (M.Takash. Sugita Shinoda & Nakase) A.M.Yurkov X.Z.Liu F.Y.Bai M.Groenew. & Boekhout 2015,9811217,EXACT,98,ACCEPTED,SPECIES,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon daszewskae
Cutaneotrichosporon,Cutaneotrichosporon X.Z.Liu F.Y.Bai M.Groenew. & Boekhout 2015,9712534,EXACT,94,ACCEPTED,GENUS,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,
Cyanobacteria,Cyanobacteria,68,EXACT,94,ACCEPTED,PHYLUM,Bacteria,Cyanobacteria,,,,,
Cyclidiidae,Cyclidiidae,8202377,EXACT,96,ACCEPTED,FAMILY,Chromista,Ciliophora,Oligohymenophorea,Scuticociliatida,Cyclidiidae,,
Cyclidium glaucoma,Cyclidium glaucoma Müller 1773,8091632,EXACT,97,ACCEPTED,SPECIES,Chromista,Ciliophora,Oligohymenophorea,Scuticociliatida,Cyclidiidae,Cyclidium,Cyclidium glaucoma
Cyclidium muscicola,Cyclidium muscicola Kahl 1931,8358387,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Oligohymenophorea,Scuticociliatida,Cyclidiidae,Protocyclidium,Protocyclidium muscicola
Cyclidium terricola,Cyclidium terricola Kahl 1931,8050749,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Oligohymenophorea,Scuticociliatida,Cyclidiidae,Protocyclidium,Protocyclidium terricola
Cylindroiulus caeruleocinctus,Cylindroiulus caeruleocinctus (Wood 1864),1013578,EXACT,98,ACCEPTED,SPECIES,Animalia,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,Cylindroiulus caeruleocinctus
Cylindroiulus,Cylindroiulus Verhoeff 1894,1013523,EXACT,94,ACCEPTED,GENUS,Animalia,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,
Cynodon dactylon,Cynodon dactylon (L.) Pers.,6109637,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cynodon,Cynodon dactylon
Cyphellophora,Cyphellophora G.A.de Vries,2562461,EXACT,94,ACCEPTED,GENUS,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,
Cyphellophora sessilis,Cyphellophora sessilis (de Hoog) Réblová & Unter. 2013,7966900,EXACT,98,ACCEPTED,SPECIES,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora sessilis
Cyphellophoraceae,Cyphellophoraceae,7726465,EXACT,96,ACCEPTED,FAMILY,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,,
Cyrtohymena australis,Cyrtohymena australis Foissner 1995,7417909,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Cyrtohymena,Cyrtohymena australis
Cyrtohymena candens,Cyrtohymena candens Kahl,7893724,EXACT,97,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Cyrtohymena,Cyrtohymena candens
Cyrtobymena citrina,Cyrtohymena citrina (Berger & Foissner 1987) Foissner 1989,7918976,FUZZY,84,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Cyrtohymena,Cyrtohymena citrina
Cyrtobymena muscorum,Cyrtohymena muscorum (Kahl 1932) Foissner 1989,7759386,FUZZY,84,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Cyrtohymena,Cyrtohymena muscorum
Cyrtohymena primicirrata,Cyrtohymena primicirrata (Berger & Foissner 1987) Foissner 1989,7640810,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Cyrtohymena,Cyrtohymena primicirrata
Cyrtohymena quadrinucleata,Cyrtohymena quadrinucleata (Dragesco & Njiné 1971) Foissner 1989,7609928,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Cyrtohymena,Cyrtohymena quadrinucleata
Cyrtohymena tetracirrata,Cyrtohymena tetracirrata (Gellert 1942) Foissner 1989,7968774,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Cyrtohymena,Cyrtohymena tetracirrata
Cyrtolophosidida,Cyrtolophosidida,7520151,EXACT,94,ACCEPTED,ORDER,Chromista,Ciliophora,Colpodea,Cyrtolophosidida,,,
Cyrtolophosididae,Cyrtolophosididae,8236668,EXACT,96,ACCEPTED,FAMILY,Chromista,Ciliophora,Colpodea,Cyrtolophosidida,Cyrtolophosididae,,
Cyrtolophosis acuta,Cyrtolophosis acuta Kahl 1926,7530738,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Colpodea,Cyrtolophosidida,Cyrtolophosididae,Cyrtolophosis,Cyrtolophosis acuta
Cyrtolophosis colpidiformis,Cyrtolophosis colpidiformis Foissner 1993,8047474,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Colpodea,Cyrtolophosidida,Cyrtolophosididae,Cyrtolophosis,Cyrtolophosis colpidiformis
Cyrtolophosis elongata,Cyrtolophosis elongata (Schewiakoff 1892) Kahl 1931,7961832,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Colpodea,Cyrtolophosidida,Cyrtolophosididae,Cyrtolophosis,Cyrtolophosis elongata
Cyrtolophosis minor,Cyrtolophosis minor Vuxanovici 1963,7458832,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Colpodea,Cyrtolophosidida,Cyrtolophosididae,Cyrtolophosis,Cyrtolophosis minor
Cyrtolophosis mucicola,Cyrtolophosis mucicola Stokes 1885,8094171,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Colpodea,Cyrtolophosidida,Cyrtolophosididae,Cyrtolophosis,Cyrtolophosis mucicola
Cystobacter,Cystobacter Schroeter 1886,3220549,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Cystobacter,
Cystobasidiaceae,Cystobasidiaceae,3269,EXACT,96,ACCEPTED,FAMILY,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,,
Cystobasidiales,Cystobasidiales,1139,EXACT,96,ACCEPTED,ORDER,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,,,
Cystobasidiomycetes,Cystobasidiomycetes,152,EXACT,96,ACCEPTED,CLASS,Fungi,Basidiomycota,Cystobasidiomycetes,,,,
Cystobasidium,Cystobasidium (Lagerh.) Neuhoff,2555962,EXACT,94,ACCEPTED,GENUS,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,
Cystofilobasidiaceae,Cystofilobasidiaceae,7582,EXACT,96,ACCEPTED,FAMILY,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,,
Cystofilobasidiales,Cystofilobasidiales,1125,EXACT,96,ACCEPTED,ORDER,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,,,
Cystofilobasidium,Cystofilobasidium Oberw. & Bandoni,2518149,EXACT,94,ACCEPTED,GENUS,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,
Cytophaga hutchinsonii,Cytophaga hutchinsonii Winogradsky 1929,3228931,EXACT,98,ACCEPTED,SPECIES,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga hutchinsonii
Cytophaga,Cytophaga Winogradsky 1929,3228397,EXACT,94,ACCEPTED,GENUS,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,
Cytophagaceae,Cytophagaceae,3237749,EXACT,96,ACCEPTED,FAMILY,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
Cytophagales,Cytophagales,7571564,EXACT,96,ACCEPTED,ORDER,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,,,
Cytophagia,Cytophagia,7929839,EXACT,94,ACCEPTED,CLASS,Bacteria,Bacteroidetes,Cytophagia,,,,
Dacrymyces,Dacrymyces Nees,9049960,EXACT,94,ACCEPTED,GENUS,Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Dacrymyces,
Dacrymycetaceae,Dacrymycetaceae,7605,EXACT,96,ACCEPTED,FAMILY,Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,,
Dacrymycetales,Dacrymycetales,1138,EXACT,96,ACCEPTED,ORDER,Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,,,
Dacrymycetes,Dacrymycetes,273,EXACT,96,ACCEPTED,CLASS,Fungi,Basidiomycota,Dacrymycetes,,,,
Dactylis glomerata,Dactylis glomerata L.,2705308,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,Dactylis glomerata
Dactylis,Dactylis L.,2705307,EXACT,94,ACCEPTED,GENUS,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,
Dactylosporangium,Dactylosporangium Thiemann Pagani & Beretta,3224595,EXACT,94,ACCEPTED,GENUS,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Dactylosporangium,
Dahlia,Dahlia Cav.,3093023,EDITED,99,ACCEPTED,GENUS,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dahlia,
Dahlia pinnata,Dahlia pinnata Cav.,5387142,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dahlia,Dahlia pinnata
Dapedophrya flexilis,Dapedophrya flexilis (Penard 1922) Foissner 1995,7376743,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Colpodea,Bryometopida,Jaroschiidae,Dapedophrya,Dapedophrya flexilis
Daucus carota,Daucus carota L.,3034742,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota
Debaryomycetaceae,Debaryomycetaceae,5893341,EXACT,96,ACCEPTED,FAMILY,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,,
Dechloromonas,Dechloromonas Achenbach & al. 2001,3220302,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,
Dehalococcoides,Dehalococcoides,6533843,EXACT,95,ACCEPTED,FAMILY,Bacteria,Chloroflexi,Dehalococcoidetes,,Dehalococcoides,,
Delftia,Delftia Wen & al. 1999,3220129,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,
Delphinium,Delphinium L.,3033687,EXACT,94,ACCEPTED,GENUS,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,
Deltaproteobacteria,Deltaproteobacteria,338,EXACT,94,ACCEPTED,CLASS,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
Demequina,Demequina Yi & al. 2007,4901371,EXACT,93,ACCEPTED,GENUS,Bacteria,Actinobacteria,,Actinomycetales,Demequinaceae,Demequina,
Demequinaceae,Demequinaceae,7794229,EXACT,96,ACCEPTED,FAMILY,Bacteria,Actinobacteria,,Actinomycetales,Demequinaceae,,
Dendrochytridium crassum,Dendrochytridium crassum Letcher Longcore & M.J.Powell 2014,7607085,EXACT,98,ACCEPTED,SPECIES,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Dendrochytridium,Dendrochytridium crassum
Dendrochytridium,Dendrochytridium Letcher Longcore & M.J.Powell 2014,8416307,EXACT,94,ACCEPTED,GENUS,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Dendrochytridium,
Denitratisoma,Denitratisoma Fahrbach & al. 2006,3220316,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Denitratisoma,
Dermaptera,Dermaptera,1224,EXACT,94,ACCEPTED,ORDER,Animalia,Arthropoda,Insecta,Dermaptera,,,
Derxia,Derxia Jensen & al. 1960,3219826,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia,
Desmodesmus,Desmodesmus (R.Chodat) S.S.An T.Friedl & E.Hegewald 1999,2652440,EXACT,94,ACCEPTED,GENUS,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,
Desmodorida,Desmodorida,447,EXACT,94,ACCEPTED,ORDER,Animalia,Nematoda,Adenophorea,Desmodorida,,,
Desulfitobacterium,Desulfitobacterium Utkin & al. 1994,3226460,EXACT,94,ACCEPTED,GENUS,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,
Desulfobacterales,Desulfobacterales,1382,EXACT,96,ACCEPTED,ORDER,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,,,
Desulfobulbaceae,Desulfobulbaceae,8936,EXACT,96,ACCEPTED,FAMILY,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,
Desulfotalea,Desulfotalea Knoblauch & al. 1999,3220678,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,
Desulfovibrio,Desulfovibrio Kluyver & van Niel 1936,3220375,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
Desulfovibrionaceae,Desulfovibrionaceae,8939,EXACT,96,ACCEPTED,FAMILY,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,
Desulfovibrionales,Desulfovibrionales,654,EXACT,96,ACCEPTED,ORDER,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,,,
Desulfovirga,Desulfovirga Tanaka & al. 2000,3220389,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfovirga,
Desulfuromonadaceae,Desulfuromonadaceae,8941,EXACT,96,ACCEPTED,FAMILY,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,,
Desulfuromonadales,Desulfuromonadales,1383,EXACT,96,ACCEPTED,ORDER,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,,,
Desulfuromonas,Desulfuromonas Pfennig & Biebl 1977,3220490,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,
Deviata bacilliformis,Deviata bacilliformis (Gelei 1954) Eigner 1995,8107698,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Kahliellidae,Deviata,Deviata bacilliformis
Devosia,Devosia Nakagawa & al. 1996,3220926,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
Diadesmidaceae,Diadesmidaceae,7356672,EXACT,96,ACCEPTED,FAMILY,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,,
Dianthus armeria,Dianthus armeria L.,3085413,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,Dianthus armeria
Dianthus caryophyllus,Dianthus caryophyllus L.,3085420,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,Dianthus caryophyllus
Dianthus,Dianthus L.,3085411,EXACT,94,ACCEPTED,GENUS,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,
Diaphanoeca spiralifurca,Diaphanoeca spiralifurca Hara,6123596,EXACT,98,ACCEPTED,SPECIES,Protozoa,Choanozoa,Choanoflagellatea,Choanoflagellida,Acanthoecidae,Diaphanoeca,Diaphanoeca spiralifurca
Diaphanoeca,Diaphanoeca W.Ellis 1930,8365726,EXACT,94,ACCEPTED,GENUS,Protozoa,Choanozoa,Choanoflagellatea,Choanoflagellida,Acanthoecidae,Diaphanoeca,
Diaphorobacter,Diaphorobacter Khan & Hiraishi 2003,3220176,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,
Diaporthales,Diaporthales,1289,EXACT,96,ACCEPTED,ORDER,Fungi,Ascomycota,Sordariomycetes,Diaporthales,,,
Dicranocentrus,Dicranocentrus Schött 1893,4640898,EXACT,94,ACCEPTED,GENUS,Animalia,Arthropoda,Entognatha,Collembola,Entomobryidae,Dicranocentrus,
Dicranocentrus wangi,Dicranocentrus wangi,7811155,EXACT,98,ACCEPTED,SPECIES,Animalia,Arthropoda,Entognatha,Collembola,Entomobryidae,Dicranocentrus,Dicranocentrus wangi
Dictyosporiaceae,Dictyosporiaceae,8720376,EXACT,96,ACCEPTED,FAMILY,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,,
Dictyosporium,Dictyosporium Corda,2592471,EXACT,94,ACCEPTED,GENUS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Dictyosporium,
Didemnidae,Didemnidae,5220,EXACT,96,ACCEPTED,FAMILY,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,,
Didinium nasutum,Didinium nasutum (Müller 1773) Stein 1859,7731136,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Gymnostomatea,Haptorida,Didiniidae,Didinium,Didinium nasutum
Didymellaceae,Didymellaceae,3281822,EXACT,96,ACCEPTED,FAMILY,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,,
Digitalis grandiflora,Digitalis grandiflora Mill.,5414992,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalis,Digitalis grandiflora
Dileptidae,Dileptidae,8098577,EXACT,96,ACCEPTED,FAMILY,Chromista,Ciliophora,Litostomatea,Dileptida,Dileptidae,,
Dileptus,Dileptus,7410447,EXACT,94,ACCEPTED,GENUS,Chromista,Ciliophora,Litostomatea,Dileptida,Dileptidae,Dileptus,
Dileptus visscheri,Dileptus,7410447C1,HIGHERRANK,94,ACCEPTED,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dileptidae,Dileptus,Dileptus visscheri
Dileptus alpinus,Dileptus alpinus Kahl 1931,7905422,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dimacrocaryonidae,Rimaleptus,Rimaleptus alpinus
Dileptus americanus,Dileptus americanus Kahl 1931,7646652,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dimacrocaryonidae,Rimaleptus,Rimaleptus binucleatus
Dileptus anguillula,Dileptus anguillula Kahl 1931,8330662,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dileptidae,Pseudomonilicaryon,Pseudomonilicaryon anguillula
Dileptus binucleatus,Dileptus binucleatus (O.F.Müller 1786) Dujardin 1840,7772826,EXACT,97,ACCEPTED,SPECIES,Chromista,Ciliophora,Litostomatea,Tracheliida,Tracheliidae,Dileptus,Dileptus binucleatus
Dileptus conspicuus,Dileptus conspicuus Gellert 1955,7907352,EXACT,97,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dimacrocaryonidae,Rimaleptus,Rimaleptus conspicuus
Dileptus costaricanus,Dileptus costaricanus Foissner 1995,7454701,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dileptidae,Dileptus,Dileptus costaricanus
Dileptus edaphoni,Dileptus edaphoni Song 1994,7512224,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dileptidae,Pseudomonilicaryon,Pseudomonilicaryon edaphoni
Dileptus falciformis,Dileptus falciformis Kahl 1931,7604006,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dileptidae,Pseudomonilicaryon,Pseudomonilicaryon falciforme
Dileptus gracilis,Dileptus gracilis Kahl 1931,7880928,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dileptidae,Pseudomonilicaryon,Pseudomonilicaryon gracile
Dileptus kahli,Dileptus kahli Srámek-Husek 1957,7531521,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dileptidae,Pseudomonilicaryon,Pseudomonilicaryon kahli
Dileptus margaritifer,Dileptus margaritifer (Ehrenberg 1834) Dujardin 1841,7689024,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dileptidae,Dileptus,Dileptus margaritifer
Dileptus microstoma,Dileptus microstoma,7957501,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dileptidae,Dileptus,Dileptus microstoma
Dileptus mucronatus,Dileptus mucronatus Penard 1922,8296186,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dimacrocaryonidae,Rimaleptus,Rimaleptus mucronatus
Dileptus orientalis,Dileptus orientalis Song Packroff & Wilbert 1988,7529454,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dimacrocaryonidae,Rimaleptus,Rimaleptus orientalis
Dileptus polyvacuolatus,Dileptus polyvacuolatus Foissner 1989,8325902,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dimacrocaryonidae,Monomacrocaryon,Monomacrocaryon polyvacuolatum
Dileptus similis,Dileptus similis Foissner 1995,8111463,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dimacrocaryonidae,Rimaleptus,Rimaleptus similis
Dileptus tenuis,Dileptus tenuis Penard 1922,7614589,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dimacrocaryonidae,Monomacrocaryon,Monomacrocaryon tenue
Dileptus terrenus,Dileptus terrenus Foissner 1981,7806743,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dimacrocaryonidae,Monomacrocaryon,Monomacrocaryon terrenus
Dimacrocaryon amphileptoides,Dimacrocaryon amphileptoides Kahl,8028830,EXACT,97,ACCEPTED,SPECIES,Chromista,Ciliophora,Litostomatea,Dileptida,Dimacrocaryonidae,Dimacrocaryon,Dimacrocaryon amphileptoides
Dinobryaceae,Dinobryaceae,2915,EXACT,96,ACCEPTED,FAMILY,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,,
Dinobryon,Dinobryon Ehrenberg 1834,3194946,EXACT,94,ACCEPTED,GENUS,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,
Dinophyceae,Dinophyceae,9049014,EXACT,80,ACCEPTED,CLASS,Chromista,Myzozoa,Dinophyceae,,,,
Diospyros,Diospyros L.,3030169,EXACT,94,ACCEPTED,GENUS,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,
Dioszegia crocea,Dioszegia crocea (Buhagiar) M.Takash. T.Deák & Nakase,5237438,EXACT,98,SYNONYM,SPECIES,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bullera,Bullera crocea
Dioszegia,Dioszegia Zsolt 1957,2518442,EXACT,94,ACCEPTED,GENUS,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Dioszegia,
Diplogasterida,Diplogasterida,974,EXACT,94,ACCEPTED,ORDER,Animalia,Nematoda,Secernentea,Diplogasterida,,,
Diplogasteroides,Diplogasteroides de Man 1912,5188658,EXACT,94,ACCEPTED,GENUS,Animalia,Nematoda,Secernentea,Diplogasterida,Diplogasteridae,Diplogasteroides,
Diplogasteroides magnus,Diplogasteroides magnus (Volk 1950),5889471,EXACT,98,ACCEPTED,SPECIES,Animalia,Nematoda,Secernentea,Diplogasterida,Diplogasteridae,Diplogasteroides,Diplogasteroides magnus
Diplogasteroididae,Diplogasteroididae,6483,EXACT,96,ACCEPTED,FAMILY,Animalia,Nematoda,Secernentea,Diplogasterida,Diplogasteroididae,,
Diplopoda,Diplopoda,361,EXACT,94,ACCEPTED,CLASS,Animalia,Arthropoda,Diplopoda,,,,
Diplosoma gumavirens,Diplosoma gumavirens Hirose & Oka 2009,5854024,EXACT,98,ACCEPTED,SPECIES,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Diplosoma,Diplosoma gumavirens
Dipodascaceae,Dipodascaceae,4137,EXACT,96,ACCEPTED,FAMILY,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,,
Diptera,Diptera,811,EXACT,94,ACCEPTED,ORDER,Animalia,Arthropoda,Insecta,Diptera,,,
Discolaimus,Discolaimus Cobb 1913,2282615,EXACT,94,ACCEPTED,GENUS,Animalia,Nematoda,Adenophorea,Dorylaimida,Dorylaimidae,Discolaimus,
